case_id,transaction_id,customer_id,event_type,leakage_category,amount,amount_at_risk,timestamp,payment_method,payment_status,failure_reason,checkout_started,checkout_completed,subscription_status,mandate_status,invoice_status,invoice_due_date,days_overdue,retry_count,previous_attempt_count,customer_purchase_count,customer_success_rate,customer_lifetime_value,previous_payment_behavior,customer_opt_out,suspicious_flag,communication_allowed,historical_recovery_behavior,ground_truth_recoverable,ground_truth_recovery_outcome,amount_recovered,recovery_observed,recovery_reason,split
CASE00777,TXN000777,CUST00437,payment_failed,failed_payment,2092.51,2092.51,2026-08-16 17:00:00,Netbanking,failed,network failure,True,True,,,,,,0,1,0,0.776,974.12,new,False,False,True,new_customer,True,recovered,2092.51,True,retry_succeeded,train
CASE00778,TXN000778,CUST00265,subscription_renewal_failed,failed_subscription,608.67,608.67,2026-07-21 03:00:00,Card,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,0,1,4,0.368,9084.25,frequent_failure,False,False,True,rarely_recovers,True,recovered,608.67,True,retry_succeeded,train
CASE00779,TXN000779,CUST00233,invoice_overdue,overdue_receivable,8227.92,8227.92,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-07-21,30.0,0,0,7,0.2,3197.07,frequent_failure,False,True,False,rarely_recovers,False,not_recovered,0.0,True,high_risk_flag_unrecovered,train
CASE00780,TXN000780,CUST00383,subscription_renewal_failed,failed_subscription,631.21,631.21,2026-06-02 10:00:00,Netbanking,failed_recurring,network failure,,,failed,failed,,,,0,0,15,0.915,19933.59,reliable,False,False,True,usually_recovers_via_retry,True,recovered,631.21,True,retry_succeeded,test
CASE00781,TXN000781,CUST00012,invoice_overdue,overdue_receivable,15891.93,15891.93,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-06-29,52.0,0,0,6,0.415,6284.12,frequent_failure,False,False,True,rarely_recovers,True,recovered,12367.81,True,paid_after_reminder_or_link,train
CASE00782,TXN000782,CUST00353,payment_failed,failed_payment,6966.15,6966.15,2026-08-13 21:00:00,UPI,failed,bank decline,True,True,,,,,,0,0,16,0.912,59842.74,reliable,False,False,True,usually_recovers_via_retry,True,recovered,6966.15,True,retry_succeeded,train
CASE00783,TXN000783,CUST00052,subscription_renewal_failed,failed_subscription,343.49,343.49,2026-07-17 11:00:00,Netbanking,failed_recurring,insufficient funds,,,failed,failed,,,,0,0,1,0.26,1594.97,new,False,True,False,new_customer,False,not_recovered,0.0,True,high_risk_flag_unrecovered,validation
CASE00784,TXN000784,CUST00381,invoice_overdue,overdue_receivable,4918.82,4918.82,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-08-16,4.0,0,1,18,0.622,32066.97,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00785,TXN000785,CUST00237,payment_failed,failed_payment,1103.75,1103.75,2026-06-30 19:00:00,Card,failed,bank decline,True,True,,,,,,1,2,3,0.887,6085.81,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1103.75,True,retry_succeeded,train
CASE00786,TXN000786,CUST00025,checkout_abandoned,checkout_abandonment,4005.48,4005.48,2026-06-23 07:00:00,UPI,abandoned,,True,False,,,,,,0,1,20,0.933,19585.24,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4005.48,True,paid_after_reminder_or_link,train
CASE00787,TXN000787,CUST00378,payment_failed,failed_payment,2707.81,2707.81,2026-06-28 14:00:00,Wallet,failed,insufficient funds,True,True,,,,,,0,1,4,0.822,8269.17,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,2707.81,True,retry_succeeded,train
CASE00788,TXN000788,CUST00012,checkout_abandoned,checkout_abandonment,1895.51,1895.51,2026-08-15 06:00:00,Card,abandoned,,True,False,,,,,,0,0,6,0.415,6284.12,frequent_failure,False,False,True,rarely_recovers,True,recovered,1895.51,True,paid_after_reminder_or_link,train
CASE00789,TXN000789,CUST00061,payment_success,successful,1166.3,0.0,2026-08-12 23:00:00,Card,success,,True,True,,,,,,0,0,16,0.956,48524.62,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00790,TXN000790,CUST00361,payment_failed,failed_payment,554.57,554.57,2026-07-28 06:00:00,Card,failed,authentication failure,True,True,,,,,,1,2,6,0.171,6107.95,frequent_failure,False,False,True,rarely_recovers,True,recovered,554.57,True,retry_succeeded,train
CASE00791,TXN000791,CUST00210,subscription_renewal_failed,failed_subscription,271.18,271.18,2026-07-29 14:00:00,Card,failed_recurring,authentication failure,,,failed,failed,,,,0,1,4,0.833,8899.32,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,271.18,True,retry_succeeded,train
CASE00792,TXN000792,CUST00397,invoice_overdue,overdue_receivable,22464.79,22464.79,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-06-16,65.0,0,1,30,0.836,263966.05,reliable,False,False,True,usually_recovers_via_retry,True,recovered,15020.09,True,paid_after_reminder_or_link,train
CASE00793,TXN000793,CUST00293,payment_failed,failed_payment,943.19,943.19,2026-07-14 11:00:00,Netbanking,failed,network failure,True,True,,,,,,1,1,5,0.083,7453.51,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00794,TXN000794,CUST00286,checkout_abandoned,checkout_abandonment,5956.97,5956.97,2026-05-31 21:00:00,EMI,abandoned,,True,False,,,,,,0,1,4,0.662,9691.18,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,5956.97,True,paid_after_reminder_or_link,train
CASE00795,TXN000795,CUST00130,invoice_overdue,overdue_receivable,3260.05,3260.05,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-07-23,28.0,0,0,22,0.783,56758.68,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00796,TXN000796,CUST00058,subscription_renewal_failed,failed_subscription,888.35,888.35,2026-08-13 12:00:00,UPI,failed_recurring,network failure,,,failed,failed,,,,1,1,15,0.906,39393.56,reliable,False,False,True,usually_recovers_via_retry,True,recovered,888.35,True,retry_succeeded,test
CASE00797,TXN000797,CUST00433,payment_success,successful,4127.17,0.0,2026-08-12 13:00:00,UPI,success,,True,True,,,,,,0,0,19,0.987,25705.94,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00798,TXN000798,CUST00046,subscription_renewal_failed,failed_subscription,791.91,791.91,2026-05-26 22:00:00,Wallet,failed_recurring,network failure,,,failed,failed,,,,0,0,30,0.931,242403.59,reliable,False,False,True,usually_recovers_via_retry,True,recovered,791.91,True,retry_succeeded,train
CASE00799,TXN000799,CUST00237,payment_failed,failed_payment,183.3,183.3,2026-06-14 08:00:00,Card,failed,bank decline,True,True,,,,,,0,2,3,0.887,6085.81,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,183.3,True,retry_succeeded,train
CASE00800,TXN000800,CUST00120,payment_failed,failed_payment,2525.91,2525.91,2026-08-09 01:00:00,Card,failed,network failure,True,True,,,,,,0,1,22,0.835,30158.54,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2525.91,True,retry_succeeded,train
CASE00801,TXN000801,CUST00117,payment_success,successful,1281.5,0.0,2026-08-07 07:00:00,Card,success,,True,True,,,,,,0,0,21,0.978,48720.88,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00802,TXN000802,CUST00270,payment_failed,failed_payment,873.08,873.08,2026-06-24 02:00:00,UPI,failed,insufficient funds,True,True,,,,,,1,1,0,0.374,976.82,new,False,False,True,new_customer,True,recovered,873.08,True,retry_succeeded,test
CASE00803,TXN000803,CUST00361,invoice_overdue,overdue_receivable,6113.0,6113.0,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-08-01,19.0,0,0,6,0.171,6107.95,frequent_failure,False,False,True,rarely_recovers,True,recovered,5399.97,True,paid_after_reminder_or_link,train
CASE00804,TXN000804,CUST00353,subscription_renewal_failed,failed_subscription,526.19,526.19,2026-07-27 02:00:00,Card,failed_recurring,network failure,,,failed,active_pending_retry,,,,0,0,16,0.912,59842.74,reliable,False,False,True,usually_recovers_via_retry,True,recovered,526.19,True,retry_succeeded,train
CASE00805,TXN000805,CUST00391,invoice_overdue,overdue_receivable,28645.18,28645.18,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-06-26,55.0,0,0,17,0.893,45662.53,reliable,False,False,True,usually_recovers_via_retry,True,recovered,26312.07,True,paid_after_reminder_or_link,validation
CASE00806,TXN000806,CUST00130,payment_success,successful,4706.76,0.0,2026-06-18 16:00:00,UPI,success,,True,True,,,,,,0,0,22,0.783,56758.68,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00807,TXN000807,CUST00210,checkout_abandoned,checkout_abandonment,7753.85,7753.85,2026-08-11 02:00:00,Wallet,abandoned,,True,False,,,,,,0,1,4,0.833,8899.32,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,7753.85,True,paid_after_reminder_or_link,train
CASE00808,TXN000808,CUST00004,invoice_overdue,overdue_receivable,6855.01,6855.01,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-06-29,52.0,0,0,19,0.737,40760.61,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00809,TXN000809,CUST00342,checkout_abandoned,checkout_abandonment,2949.93,2949.93,2026-07-14 15:00:00,Wallet,abandoned,,True,False,,,,,,0,1,5,0.456,5934.37,frequent_failure,False,False,True,rarely_recovers,True,recovered,2949.93,True,paid_after_reminder_or_link,train
CASE00810,TXN000810,CUST00133,invoice_overdue,overdue_receivable,5013.58,5013.58,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-11,9.0,0,0,26,0.931,49183.94,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4413.89,True,paid_after_reminder_or_link,train
CASE00811,TXN000811,CUST00251,payment_success,successful,807.25,0.0,2026-08-13 16:00:00,Card,success,,True,True,,,,,,0,0,20,0.787,28580.7,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00812,TXN000812,CUST00073,payment_success,successful,3978.26,0.0,2026-07-17 07:00:00,UPI,success,,True,True,,,,,,0,0,26,0.849,194693.54,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00813,TXN000813,CUST00370,payment_success,successful,268.03,0.0,2026-07-15 03:00:00,UPI,success,,True,True,,,,,,0,0,26,0.968,225134.82,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00814,TXN000814,CUST00370,checkout_abandoned,checkout_abandonment,1841.26,1841.26,2026-07-03 20:00:00,Card,abandoned,,True,False,,,,,,0,2,26,0.968,225134.82,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1841.26,True,paid_after_reminder_or_link,train
CASE00815,TXN000815,CUST00394,checkout_abandoned,checkout_abandonment,2415.82,2415.82,2026-08-03 05:00:00,Card,abandoned,,True,False,,,,,,0,0,21,0.889,26266.95,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2415.82,True,paid_after_reminder_or_link,train
CASE00816,TXN000816,CUST00020,subscription_renewal_failed,failed_subscription,267.77,267.77,2026-06-28 09:00:00,Wallet,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,0,1,20,0.551,41564.41,reliable,False,False,True,usually_recovers_via_retry,True,recovered,267.77,True,retry_succeeded,test
CASE00817,TXN000817,CUST00448,subscription_renewal_failed,failed_subscription,737.39,737.39,2026-06-19 12:00:00,Card,failed_recurring,network failure,,,failed,failed,,,,0,0,17,0.918,31396.07,reliable,False,False,True,usually_recovers_via_retry,True,recovered,737.39,True,retry_succeeded,train
CASE00818,TXN000818,CUST00109,checkout_abandoned,checkout_abandonment,2193.54,2193.54,2026-06-19 01:00:00,Card,abandoned,,True,False,,,,,,0,1,1,0.271,644.86,new,False,False,True,new_customer,True,recovered,2193.54,True,paid_after_reminder_or_link,test
CASE00819,TXN000819,CUST00137,invoice_overdue,overdue_receivable,10835.24,10835.24,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-26,25.0,0,1,5,0.181,1190.4,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00820,TXN000820,CUST00110,payment_failed,failed_payment,761.67,761.67,2026-07-27 03:00:00,EMI,failed,insufficient funds,True,True,,,,,,2,4,8,0.346,9680.67,frequent_failure,False,False,True,rarely_recovers,True,recovered,761.67,True,retry_succeeded,train
CASE00821,TXN000821,CUST00118,checkout_abandoned,checkout_abandonment,10085.24,10085.24,2026-06-30 05:00:00,UPI,abandoned,,True,False,,,,,,0,1,15,0.922,56091.92,reliable,False,False,True,usually_recovers_via_retry,True,recovered,10085.24,True,paid_after_reminder_or_link,train
CASE00822,TXN000822,CUST00247,payment_success,successful,2038.88,0.0,2026-08-14 16:00:00,UPI,success,,True,True,,,,,,0,0,18,0.904,34885.55,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00823,TXN000823,CUST00105,subscription_renewal_failed,failed_subscription,329.7,329.7,2026-08-12 18:00:00,UPI,failed_recurring,bank decline,,,failed,failed,,,,1,1,22,0.793,36036.8,reliable,False,False,True,usually_recovers_via_retry,True,recovered,329.7,True,retry_succeeded,validation
CASE00824,TXN000824,CUST00175,payment_failed,failed_payment,1055.51,1055.51,2026-08-15 16:00:00,UPI,failed,UPI timeout,True,True,,,,,,1,1,0,0.709,1679.1,new,False,False,True,new_customer,True,recovered,1055.51,True,retry_succeeded,validation
CASE00825,TXN000825,CUST00301,payment_success,successful,12974.67,0.0,2026-08-09 04:00:00,Wallet,success,,True,True,,,,,,0,0,21,0.924,56181.23,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00826,TXN000826,CUST00379,payment_success,successful,3832.79,0.0,2026-06-03 23:00:00,Wallet,success,,True,True,,,,,,0,0,5,0.839,7507.27,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00827,TXN000827,CUST00319,payment_failed,failed_payment,1466.42,1466.42,2026-05-22 08:00:00,UPI,failed,bank decline,True,True,,,,,,0,1,5,0.358,5714.27,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1466.42,True,retry_succeeded,train
CASE00828,TXN000828,CUST00270,invoice_overdue,overdue_receivable,4975.42,4975.42,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-07-15,36.0,0,1,0,0.374,976.82,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00829,TXN000829,CUST00064,payment_success,successful,1218.27,0.0,2026-05-28 05:00:00,Card,success,,True,True,,,,,,0,0,11,0.915,20033.02,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00830,TXN000830,CUST00369,payment_success,successful,979.76,0.0,2026-05-29 14:00:00,Card,success,,True,True,,,,,,0,0,4,0.439,4012.14,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00831,TXN000831,CUST00015,subscription_renewal_failed,failed_subscription,281.5,281.5,2026-07-31 20:00:00,UPI,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,1,1,8,0.937,14637.78,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,281.5,True,retry_succeeded,train
CASE00832,TXN000832,CUST00117,payment_success,successful,1522.16,0.0,2026-06-20 22:00:00,UPI,success,,True,True,,,,,,0,0,21,0.978,48720.88,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00833,TXN000833,CUST00023,payment_failed,failed_payment,2128.12,2128.12,2026-08-16 14:00:00,Card,failed,insufficient funds,True,True,,,,,,4,5,10,0.181,6316.7,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,exceeded_retry_limit_unrecovered,train
CASE00834,TXN000834,CUST00306,payment_failed,failed_payment,275.02,275.02,2026-05-27 19:00:00,UPI,failed,bank decline,True,True,,,,,,0,0,5,0.728,6318.86,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00835,TXN000835,CUST00163,invoice_overdue,overdue_receivable,4836.49,4836.49,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-05-30,82.0,0,1,0,0.751,1756.7,new,False,False,True,new_customer,True,recovered,3553.17,True,paid_after_reminder_or_link,train
CASE00836,TXN000836,CUST00300,payment_success,successful,3660.27,0.0,2026-07-19 07:00:00,UPI,success,,True,True,,,,,,0,0,16,0.959,32415.77,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00837,TXN000837,CUST00154,payment_success,successful,1185.81,0.0,2026-07-04 22:00:00,UPI,success,,True,True,,,,,,0,0,31,0.919,45601.57,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00838,TXN000838,CUST00203,payment_success,successful,1050.45,0.0,2026-06-22 21:00:00,UPI,success,,True,True,,,,,,0,0,6,0.921,14310.06,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00839,TXN000839,CUST00206,payment_success,successful,1342.95,0.0,2026-06-07 20:00:00,UPI,success,,True,True,,,,,,0,0,2,0.65,1356.51,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00840,TXN000840,CUST00019,payment_success,successful,4491.36,0.0,2026-07-03 20:00:00,Wallet,success,,True,True,,,,,,0,0,21,0.806,67105.75,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00841,TXN000841,CUST00191,payment_failed,failed_payment,576.24,576.24,2026-06-08 02:00:00,UPI,failed,UPI timeout,True,True,,,,,,2,4,11,0.207,5546.38,frequent_failure,False,True,False,rarely_recovers,False,not_recovered,0.0,True,high_risk_flag_unrecovered,train
CASE00842,TXN000842,CUST00296,payment_success,successful,1974.28,0.0,2026-05-31 02:00:00,Card,success,,True,True,,,,,,0,0,8,0.233,1148.42,frequent_failure,False,False,True,rarely_recovers,False,not_applicable,0.0,False,not_applicable,train
CASE00843,TXN000843,CUST00245,payment_failed,failed_payment,5773.51,5773.51,2026-08-01 02:00:00,Card,failed,authentication failure,True,True,,,,,,0,0,20,0.916,56592.62,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00844,TXN000844,CUST00031,payment_success,successful,9511.01,0.0,2026-07-03 23:00:00,Card,success,,True,True,,,,,,0,0,25,0.985,25873.75,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00845,TXN000845,CUST00307,payment_failed,failed_payment,1531.62,1531.62,2026-06-29 16:00:00,Wallet,failed,insufficient funds,True,True,,,,,,0,0,2,0.803,13310.14,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1531.62,True,retry_succeeded,train
CASE00846,TXN000846,CUST00137,subscription_renewal_failed,failed_subscription,336.63,336.63,2026-07-28 20:00:00,Card,failed_recurring,authentication failure,,,failed,failed,,,,0,0,5,0.181,1190.4,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00847,TXN000847,CUST00006,invoice_overdue,overdue_receivable,5379.75,5379.75,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-06,14.0,0,0,10,0.415,4007.17,frequent_failure,False,False,True,rarely_recovers,True,recovered,5098.62,True,paid_after_reminder_or_link,train
CASE00848,TXN000848,CUST00066,payment_success,successful,1820.82,0.0,2026-06-12 05:00:00,Card,success,,True,True,,,,,,0,0,16,0.893,50435.87,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00849,TXN000849,CUST00224,payment_success,successful,957.39,0.0,2026-06-15 17:00:00,Card,success,,True,True,,,,,,0,0,6,0.233,1254.63,frequent_failure,False,False,True,rarely_recovers,False,not_applicable,0.0,False,not_applicable,train
CASE00850,TXN000850,CUST00137,payment_success,successful,4976.38,0.0,2026-07-18 03:00:00,UPI,success,,True,True,,,,,,0,0,5,0.181,1190.4,frequent_failure,False,False,True,rarely_recovers,False,not_applicable,0.0,False,not_applicable,train
CASE00851,TXN000851,CUST00320,payment_failed,failed_payment,1260.47,1260.47,2026-07-17 09:00:00,Card,failed,insufficient funds,True,True,,,,,,0,0,6,0.275,6840.21,frequent_failure,False,False,True,rarely_recovers,True,recovered,1260.47,True,retry_succeeded,train
CASE00852,TXN000852,CUST00106,payment_success,successful,1552.69,0.0,2026-06-05 07:00:00,UPI,success,,True,True,,,,,,0,0,21,0.88,31617.28,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00853,TXN000853,CUST00351,checkout_abandoned,checkout_abandonment,1032.14,1032.14,2026-07-22 01:00:00,Netbanking,abandoned,,True,False,,,,,,0,0,20,0.919,47754.32,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00854,TXN000854,CUST00126,subscription_renewal_failed,failed_subscription,678.02,678.02,2026-06-15 07:00:00,Netbanking,failed_recurring,network failure,,,failed,active_pending_retry,,,,0,1,9,0.786,4842.38,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,678.02,True,retry_succeeded,train
CASE00855,TXN000855,CUST00285,payment_success,successful,808.08,0.0,2026-08-06 13:00:00,Card,success,,True,True,,,,,,0,0,16,0.803,53734.55,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00856,TXN000856,CUST00361,payment_failed,failed_payment,1181.42,1181.42,2026-06-29 13:00:00,Card,failed,insufficient funds,True,True,,,,,,1,1,6,0.171,6107.95,frequent_failure,False,False,True,rarely_recovers,True,recovered,1181.42,True,retry_succeeded,train
CASE00857,TXN000857,CUST00171,payment_failed,failed_payment,2379.98,2379.98,2026-08-19 13:00:00,UPI,failed,UPI timeout,True,True,,,,,,0,1,6,0.883,3704.62,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,2379.98,True,retry_succeeded,validation
CASE00858,TXN000858,CUST00020,payment_success,successful,3521.75,0.0,2026-07-18 21:00:00,UPI,success,,True,True,,,,,,0,0,20,0.551,41564.41,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00859,TXN000859,CUST00241,checkout_abandoned,checkout_abandonment,2946.27,2946.27,2026-07-15 20:00:00,Card,abandoned,,True,False,,,,,,0,0,26,0.861,83539.16,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2946.27,True,paid_after_reminder_or_link,test
CASE00860,TXN000860,CUST00448,payment_success,successful,889.36,0.0,2026-07-19 23:00:00,Wallet,success,,True,True,,,,,,0,0,17,0.918,31396.07,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00861,TXN000861,CUST00439,payment_success,successful,1977.29,0.0,2026-07-30 15:00:00,UPI,success,,True,True,,,,,,0,0,16,0.868,16973.62,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00862,TXN000862,CUST00097,payment_success,successful,4031.47,0.0,2026-07-08 12:00:00,UPI,success,,True,True,,,,,,0,0,6,0.931,7174.81,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00863,TXN000863,CUST00345,payment_success,successful,4159.05,0.0,2026-07-19 01:00:00,Netbanking,success,,True,True,,,,,,0,0,16,0.989,21087.69,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00864,TXN000864,CUST00154,invoice_overdue,overdue_receivable,32562.84,32562.84,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-07-01,50.0,0,0,31,0.919,45601.57,reliable,False,False,True,usually_recovers_via_retry,True,recovered,31834.96,True,paid_after_reminder_or_link,train
CASE00865,TXN000865,CUST00067,payment_success,successful,20247.42,0.0,2026-07-04 04:00:00,Card,success,,True,True,,,,,,0,0,17,0.977,21475.89,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00866,TXN000866,CUST00305,subscription_renewal_failed,failed_subscription,650.62,650.62,2026-07-10 01:00:00,Wallet,failed_recurring,network failure,,,failed,failed,,,,2,3,24,0.864,214255.14,reliable,False,False,True,usually_recovers_via_retry,True,recovered,650.62,True,retry_succeeded,test
CASE00867,TXN000867,CUST00225,subscription_renewal_failed,failed_subscription,702.69,702.69,2026-05-26 11:00:00,UPI,failed_recurring,insufficient funds,,,failed,failed,,,,0,0,6,0.796,5639.92,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,702.69,True,retry_succeeded,validation
CASE00868,TXN000868,CUST00242,payment_success,successful,2164.44,0.0,2026-08-03 08:00:00,UPI,success,,True,True,,,,,,0,0,15,0.965,18577.75,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00869,TXN000869,CUST00374,payment_success,successful,562.43,0.0,2026-05-31 12:00:00,UPI,success,,True,True,,,,,,0,0,8,0.895,11298.65,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00870,TXN000870,CUST00149,subscription_renewal_failed,failed_subscription,261.93,261.93,2026-07-14 05:00:00,UPI,failed_recurring,bank decline,,,failed,failed,,,,3,3,5,0.794,7137.98,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,261.93,True,retry_succeeded,train
CASE00871,TXN000871,CUST00306,payment_success,successful,92.34,0.0,2026-07-03 13:00:00,UPI,success,,True,True,,,,,,0,0,5,0.728,6318.86,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,validation
CASE00872,TXN000872,CUST00162,checkout_abandoned,checkout_abandonment,3149.13,3149.13,2026-07-26 20:00:00,UPI,abandoned,,True,False,,,,,,0,0,6,0.434,8914.71,frequent_failure,False,False,True,rarely_recovers,True,recovered,3149.13,True,paid_after_reminder_or_link,train
CASE00873,TXN000873,CUST00018,payment_success,successful,1714.45,0.0,2026-08-14 07:00:00,Card,success,,True,True,,,,,,0,0,0,0.462,2348.58,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00874,TXN000874,CUST00168,payment_success,successful,13326.76,0.0,2026-08-11 23:00:00,Card,success,,True,True,,,,,,0,0,25,0.964,135532.19,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00875,TXN000875,CUST00430,payment_success,successful,4188.63,0.0,2026-08-16 13:00:00,UPI,success,,True,True,,,,,,0,0,34,0.822,157901.9,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00876,TXN000876,CUST00216,payment_success,successful,2352.6,0.0,2026-07-21 20:00:00,Card,success,,True,True,,,,,,0,0,15,0.935,15546.34,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00877,TXN000877,CUST00047,payment_success,successful,3371.75,0.0,2026-06-25 03:00:00,Netbanking,success,,True,True,,,,,,0,0,4,0.87,8398.31,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00878,TXN000878,CUST00318,payment_success,successful,3259.68,0.0,2026-07-06 20:00:00,Card,success,,True,True,,,,,,0,0,22,0.891,58256.72,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
